1000; 492;49;0.0395;0.0396;0.0434;0.0607;_ 
1000; 495;49;0.0394;0.0392;0.0424;0.0641;_ 
1000; 489;48;0.0398;0.0399;0.0434;0.0831;_ 
1000; 487;48;0.0399;0.0399;0.0435;0.0871;_ 
1000; 494;49;0.0395;0.0392;0.0430;0.0441;_ 
